Name,Degree,Eigen
gucci,1359,0.17406283681523232
TheCut,224,0.12601468409412142
Fashionista_com,230,0.11500068813767693
susiebubble,178,0.11273252663525678
WhoWhatWear,188,0.11223961810756837
Refinery29,187,0.11182253408260233
BoF,212,0.10745628451479124
tmagazine,172,0.10633972538685145
VogueRunway,197,0.10621168143672693
wwd,197,0.10615353418511446
