Name,Degree,Betweenness
gucci,1359,0.8826898038560204
voguemagazine,243,0.007868681063810274
ELLEmagazine,252,0.0063359013775338
BritishVogue,233,0.006072226905961652
YSL,201,0.004806213611582022
Fashionista_com,230,0.0029810238206799226
InStyle,193,0.0029588140368738123
BoF,212,0.002741875574267838
harpersbazaarus,209,0.002484831365557644
VogueRunway,197,0.0021951447259730104
