Name,Degree,Closeness
LouisVuitton,1006,1.0
LVMH,31,0.5078243311458859
virgilabloh,20,0.5050200803212851
LouisVuitton_JP,16,0.5040080160320641
LVServices,12,0.503
FondationLV,7,0.5017456359102245
TWNGhesquiere,5,0.5012456402590931
Ahyde_1,4,0.500996015936255
Crys_Berry,3,0.5007466401194625
Sebinho0212771,3,0.5007466401194625
